Target_genes	Gli3|Average	ERX2693515|Embryonic_brains	ERX2693516|Embryonic_brains	SRX386266|Embryonic_limb	STRING
Kcnn2	107.000000	95	226	0	0
Gpc3	107.000000	95	226	0	0
Egr4	107.000000	98	223	0	0
Edrf1	107.000000	95	226	0	0
Dhrs7	107.000000	95	226	0	0
Cldn23	107.000000	83	238	0	0
Cant1	107.000000	0	321	0	0
Bhlhb9	107.000000	95	226	0	0
Zdhhc16	106.666667	86	234	0	0
Tsen15	106.666667	113	207	0	0
Tppp	106.666667	0	320	0	0
Tmem52	106.666667	0	320	0	0
Rtl5	106.666667	94	226	0	0
Rnf128	106.666667	113	207	0	0
Rab40c	106.666667	86	234	0	0
Itga11	106.666667	0	320	0	0
Fgd1	106.666667	86	234	0	0
Exosc1	106.666667	86	234	0	0
Cnnm1	106.666667	82	238	0	0
Arxes1	106.666667	113	207	0	0
Ankrd34b	106.666667	117	203	0	0
Selenov	106.333333	76	243	0	0
Sctr	106.333333	131	188	0	0
Mc1r	106.333333	104	215	0	0
Hoxa2	106.333333	124	195	0	0
Fut7	106.333333	0	319	0	0
Camk1	106.333333	0	319	0	0
Vps25	106.000000	0	318	0	0
Trub1	106.000000	0	318	0	0
Trak1	106.000000	0	318	0	0
Tor1a	106.000000	0	318	0	0
Tnks	106.000000	0	318	0	0
Tex14	106.000000	0	318	0	0
Ston2	106.000000	0	318	0	0
Sptbn4	106.000000	86	232	0	0
Slfn10-ps	106.000000	0	318	0	0
Shisal1	106.000000	0	318	0	0
Rsrp1	106.000000	0	318	0	0
Ripor2	106.000000	0	318	0	0
Rad51c	106.000000	0	318	0	0
Rab1a	106.000000	0	318	0	0
Qsox2	106.000000	0	318	0	0
Ppp6c	106.000000	0	318	0	0
Plpp2	106.000000	134	184	0	0
Pih1d2	106.000000	0	318	0	0
Pgm2l1	106.000000	0	318	0	0
Pf4	106.000000	0	318	0	0
Pdss2	106.000000	0	318	0	0
Pcid2	106.000000	84	234	0	0
Pcdh20	106.000000	0	318	0	0
Orai1	106.000000	0	318	0	0
Nxph3	106.000000	119	199	0	0
Npsr1	106.000000	0	318	0	0
Nkapd1	106.000000	0	318	0	0
Mthfr	106.000000	116	202	0	0
Mettl24	106.000000	0	318	0	0
Map3k9	106.000000	0	318	0	0
Lrrc6	106.000000	0	318	0	0
Kcnj3	106.000000	0	318	0	0
Idh3a	106.000000	0	318	0	0
Hsd17b14	106.000000	0	318	0	0
Hnrnpf	106.000000	130	188	0	0
Grm3	106.000000	0	318	0	0
Gm16130	106.000000	0	318	0	0
Gcgr	106.000000	0	318	0	0
Fam83b	106.000000	0	318	0	0
F2rl1	106.000000	0	318	0	0
Elmod1	106.000000	0	318	0	0
Eif5a2	106.000000	0	318	0	0
Dpys	106.000000	0	318	0	0
Dpm3	106.000000	0	318	0	0
Dlgap4	106.000000	75	243	0	0
Ddit4l	106.000000	0	318	0	0
Cxcl1	106.000000	0	318	0	0
Cul4a	106.000000	84	234	0	0
Col19a1	106.000000	0	318	0	0
Cckbr	106.000000	0	318	0	0
Ccdc27	106.000000	0	318	0	0
Cbr3	106.000000	0	318	0	0
Bex3	106.000000	0	318	0	0
Bex2	106.000000	0	318	0	0
Zfp488	105.666667	0	317	0	0
Rab11fip3	105.666667	99	218	0	0
Nexmif	105.666667	85	232	0	0
Mif	105.666667	122	195	0	0
Gpsm1	105.666667	0	317	0	0
Tmco4	105.333333	0	316	0	0
Tmc8	105.333333	102	214	0	0
Spint2	105.333333	0	316	0	0
Psma5	105.333333	0	316	0	0
Ppp4r4	105.333333	0	316	0	0
Krtcap3	105.333333	0	316	0	0
Clmp	105.333333	95	221	0	0
Ccar2	105.333333	0	316	0	0
Tufm	105.000000	113	202	0	0
Tjp2	105.000000	0	315	0	0
Tie1	105.000000	0	315	0	0
Tfdp1	105.000000	95	220	0	0
Slurp1	105.000000	0	315	0	0
Lrp2	105.000000	75	240	0	0
Dedd2	105.000000	0	315	0	0
Aatk	105.000000	0	315	0	0
Vcpkmt	104.666667	0	314	0	0
Tpmt	104.666667	0	314	0	0
Tent5a	104.666667	78	236	0	0
Tcf15	104.666667	127	187	0	0
Slc6a16	104.666667	122	192	0	0
Slc25a16	104.666667	78	236	0	0
Sez6l	104.666667	95	219	0	0
Plekhh3	104.666667	119	195	0	0
Nt5e	104.666667	78	236	0	0
Marveld1	104.666667	145	169	0	0
Lhpp	104.666667	78	236	0	0
Kdm1b	104.666667	0	314	0	0
Gab3	104.666667	170	144	0	0
Foxb1	104.666667	102	212	0	0
Fam114a1	104.666667	78	236	0	0
Eif5b	104.666667	95	219	0	0
Colca2	104.666667	78	236	0	0
Acy3	104.666667	0	314	0	0
Trim66	104.333333	0	313	0	0
Rundc1	104.333333	0	313	0	0
Rora	104.333333	95	218	0	0
Ptges3l	104.333333	0	313	0	0
L3mbtl1	104.333333	104	209	0	0
Itpripl2	104.333333	0	313	0	0
H3c15	104.333333	0	313	0	0
H3c14	104.333333	0	313	0	0
Eloa	104.333333	0	313	0	0
Dlx5	104.333333	94	219	0	0
Abcg4	104.333333	110	203	0	0
Tssc4	104.000000	95	217	0	0
Tnfrsf22	104.000000	0	312	0	0
Rtn4rl1	104.000000	89	223	0	0
Rab33a	104.000000	95	217	0	0
Nnat	104.000000	94	218	0	0
Msx2	104.000000	86	226	0	0
L1cam	104.000000	86	226	0	0
Kcns1	104.000000	0	312	0	0
Ipo11	104.000000	95	217	0	0
Hoxb7	104.000000	89	223	0	0
Fbxw9	104.000000	0	312	0	0
Chrdl2	104.000000	95	217	0	0
Alx1	104.000000	95	217	0	0
Syne3	103.666667	0	311	0	0
Smagp	103.666667	0	311	0	0
Slc12a8	103.666667	104	207	0	0
Ptcra	103.666667	0	311	0	0
Myo5b	103.666667	78	233	0	0
Mtfr1l	103.666667	104	207	0	0
Mapkapk3	103.666667	0	311	0	0
Ints6l	103.666667	104	207	0	0
Il27ra	103.666667	113	198	0	0
Gm4779	103.666667	125	186	0	0
Fbxo32	103.666667	113	198	0	0
Fam50a	103.666667	104	207	0	0
Cstb	103.666667	113	198	0	0
Commd5	103.666667	0	311	0	0
Bdp1	103.666667	0	311	0	0
8030474K03Rik	103.666667	125	186	0	0
Zkscan5	103.333333	0	310	0	0
Tmem119	103.333333	0	310	0	0
Pdia5	103.333333	0	310	0	0
Nudt22	103.333333	98	212	0	0
Gm14288	103.333333	122	188	0	0
Arap1	103.333333	0	310	0	0
Tsen34	103.000000	0	309	0	0
Sult2a7	103.000000	0	309	0	0
Fancd2os	103.000000	0	309	0	0
Epas1	103.000000	86	223	0	0
2510039O18Rik	103.000000	94	215	0	0
Kcnc4	102.666667	113	195	0	0
Dnajb5	102.666667	0	308	0	0
Zfyve27	102.333333	0	307	0	0
Zfp764	102.333333	0	307	0	0
Wnt16	102.333333	0	307	0	0
Vti1b	102.333333	0	307	0	0
Vsir	102.333333	0	307	0	0
Utp25	102.333333	0	307	0	0
Ugt1a7c	102.333333	0	307	0	0
Ube2d3	102.333333	0	307	0	0
Ttc30b	102.333333	0	307	0	0
Tshr	102.333333	0	307	0	0
Tnfrsf25	102.333333	95	212	0	0
Tmprss2	102.333333	0	307	0	0
Tldc2	102.333333	0	307	0	0
Tfpt	102.333333	0	307	0	0
Tff1	102.333333	0	307	0	0
Tbc1d14	102.333333	0	307	0	0
Tbata	102.333333	0	307	0	0
Srgn	102.333333	0	307	0	0
Spag6	102.333333	0	307	0	0
Snx30	102.333333	0	307	0	0
Slc3a1	102.333333	0	307	0	0
Slc12a2	102.333333	0	307	0	0
Septin12	102.333333	0	307	0	0
Sec63	102.333333	0	307	0	0
Sec24d	102.333333	0	307	0	0
Rhox4g	102.333333	0	307	0	0
Rbpms2	102.333333	86	221	0	0
Rab15	102.333333	0	307	0	0
Prr5	102.333333	0	307	0	0
Prickle2	102.333333	0	307	0	0
Pear1	102.333333	92	215	0	0
Npas2	102.333333	120	187	0	0
Myt1l	102.333333	0	307	0	0
Mfsd13b	102.333333	0	307	0	0
Mertk	102.333333	0	307	0	0
Mageb4	102.333333	0	307	0	0
Lrrc10	102.333333	0	307	0	0
Lrig1	102.333333	0	307	0	0
LOC666331	102.333333	0	307	0	0
Lhfpl4	102.333333	0	307	0	0
Kcnab3	102.333333	0	307	0	0
Hopx	102.333333	0	307	0	0
Hacd3	102.333333	0	307	0	0
H4bc24	102.333333	0	307	0	0
H2bc23	102.333333	0	307	0	0
H2ac24	102.333333	0	307	0	0
H2ac23	102.333333	0	307	0	0
Ghitm	102.333333	0	307	0	0
Fbxo22	102.333333	0	307	0	0
Eipr1	102.333333	0	307	0	0
Edem2	102.333333	0	307	0	0
Dync1li1	102.333333	0	307	0	0
Dnajc8	102.333333	0	307	0	0
Defb36	102.333333	0	307	0	0
Cyp8b1	102.333333	0	307	0	0
Cldn9	102.333333	0	307	0	0
Cdr2	102.333333	0	307	0	0
Cdkl1	102.333333	0	307	0	0
C1qtnf3	102.333333	0	307	0	0
Bmp10	102.333333	0	307	0	0
Bfar	102.333333	0	307	0	0
BC048507	102.333333	0	307	0	0
Bag3	102.333333	113	194	0	0
Atpif1	102.333333	0	307	0	0
Aox4	102.333333	0	307	0	0
2300009A05Rik	102.333333	0	307	0	0
Taok3	102.000000	0	306	0	0
Smim10l2a	102.000000	70	236	0	0
Pusl1	102.000000	159	147	0	0
Procr	102.000000	0	306	0	0
Gtpbp1	102.000000	0	306	0	0
Grm7	102.000000	0	306	0	0
Derl3	102.000000	99	207	0	0
Copz2	102.000000	70	236	0	0
Acap3	102.000000	159	147	0	0
Ttc9c	101.666667	0	305	0	0
Naa30	101.666667	78	227	0	0
Mgat4b	101.666667	95	210	0	0
Hnrnpul2	101.666667	0	305	0	0
Aldh1a2	101.666667	86	219	0	0
Zfp623	101.333333	95	209	0	0
Tex28	101.333333	0	304	0	0
Taf5	101.333333	78	226	0	0
Slit1	101.333333	0	304	0	0
Slc5a2	101.333333	0	304	0	0
Slc44a4	101.333333	0	304	0	0
Rps6kl1	101.333333	0	304	0	0
Prkag2	101.333333	104	200	0	0
Nars2	101.333333	160	144	0	0
Napg	101.333333	78	226	0	0
Lmo2	101.333333	78	226	0	0
Foxn4	101.333333	120	184	0	0
Eif4h	101.333333	122	182	0	0
Dolpp1	101.333333	97	207	0	0
Dll4	101.333333	116	188	0	0
Crb3	101.333333	95	209	0	0
Cox8b	101.333333	0	304	0	0
Brf1	101.333333	78	226	0	0
Wnt2b	101.000000	0	303	0	0
Tspan32	101.000000	0	303	0	0
Sstr3	101.000000	0	303	0	0
Spast	101.000000	86	217	0	0
Snurf	101.000000	0	303	0	0
Snrpn	101.000000	0	303	0	0
Prss27	101.000000	0	303	0	0
Pfdn4	101.000000	0	303	0	0
Pdlim1	101.000000	0	303	0	0
Igfbp5	101.000000	86	217	0	0
Hoxd13	101.000000	100	203	0	0
Egln3	101.000000	86	217	0	0
Cyp24a1	101.000000	0	303	0	0
Ano5	101.000000	0	303	0	0
Tomm20	100.666667	95	207	0	0
Me3	100.666667	104	198	0	0
Lepr	100.666667	0	302	0	0
Klhl26	100.666667	104	198	0	0
Gas6	100.666667	109	193	0	0
Fezf1	100.666667	78	224	0	0
Cldn34c1	100.666667	95	207	0	0
Arhgap27	100.666667	105	197	0	0
Slc7a2	100.333333	0	301	0	0
Slc1a2	100.333333	113	188	0	0
Sh2b2	100.333333	129	172	0	0
Mavs	100.333333	104	197	0	0
Gli1	100.333333	0	301	0	0
Cdkl5	100.333333	113	188	0	0
Camkk1	100.333333	93	208	0	0
C2cd4b	100.333333	0	301	0	0
Bicdl1	100.333333	113	188	0	0
Barhl1	100.333333	103	198	0	0
Astl	100.333333	0	301	0	0
Tbx5	100.000000	92	208	0	0
Slc22a12	100.000000	107	193	0	0
Rorc	100.000000	0	300	0	0
Nefl	100.000000	86	214	0	0
Nbl1	100.000000	109	191	0	0
Mcidas	100.000000	137	163	0	0
Csf1r	100.000000	0	300	0	0
Cdcp2	100.000000	0	300	0	0
Aqp6	100.000000	0	300	0	0
Uap1l1	99.666667	91	208	0	0
Tal1	99.666667	0	299	0	0
Scarb1	99.666667	95	204	0	0
Pacsin1	99.666667	0	299	0	0
Myadm	99.666667	0	299	0	0
Extl1	99.666667	0	299	0	0
Bpifb3	99.666667	0	299	0	0
Bmp6	99.666667	98	201	0	0
Bloc1s3	99.666667	0	299	0	0
Actl10	99.666667	81	218	0	0
Rpp25l	99.333333	95	203	0	0
Ntng2	99.333333	0	298	0	0
Nid2	99.333333	0	298	0	0
Il17c	99.333333	0	298	0	0
Cndp2	99.333333	101	197	0	0
Cd248	99.333333	86	212	0	0
Capzb	99.333333	0	298	0	0
Zbtb49	99.000000	0	297	0	0
Zbtb43	99.000000	0	297	0	0
Xylt1	99.000000	0	297	0	0
Wwtr1	99.000000	0	297	0	0
Wfdc8	99.000000	0	297	0	0
Wfdc6b	99.000000	0	297	0	0
Vps37a	99.000000	0	297	0	0
Ush2a	99.000000	0	297	0	0
Uhmk1	99.000000	0	297	0	0
Uba3	99.000000	0	297	0	0
Tm9sf2	99.000000	0	297	0	0
Tinf2	99.000000	0	297	0	0
Taok2	99.000000	0	297	0	0
Synj2	99.000000	90	207	0	0
Stx2	99.000000	0	297	0	0
Strip1	99.000000	0	297	0	0
Srd5a2	99.000000	0	297	0	0
Slc37a2	99.000000	0	297	0	0
Prickle1	99.000000	0	297	0	0
Prcc	99.000000	0	297	0	0
Pom121	99.000000	0	297	0	0
Plppr1	99.000000	0	297	0	0
Phlpp2	99.000000	0	297	0	0
Pard3b	99.000000	0	297	0	0
Oxct2a	99.000000	85	212	0	0
Oser1	99.000000	0	297	0	0
Nup210l	99.000000	0	297	0	0
Mrps22	99.000000	0	297	0	0
Medag	99.000000	0	297	0	0
Lyar	99.000000	0	297	0	0
Layn	99.000000	0	297	0	0
Kpna7	99.000000	0	297	0	0
Kdelr2	99.000000	0	297	0	0
Kcnj10	99.000000	0	297	0	0
Inka2	99.000000	0	297	0	0
Ikzf3	99.000000	0	297	0	0
Hoxa3	99.000000	0	297	0	0
Hebp1	99.000000	0	297	0	0
H3c13	99.000000	0	297	0	0
H2bc18	99.000000	0	297	0	0
Golga4	99.000000	0	297	0	0
Gemin5	99.000000	0	297	0	0
Esrrb	99.000000	0	297	0	0
Ern1	99.000000	0	297	0	0
Epb41l3	99.000000	124	173	0	0
Elovl7	99.000000	0	297	0	0
Eaf2	99.000000	0	297	0	0
Dyrk1a	99.000000	0	297	0	0
Dipk2b	99.000000	0	297	0	0
Csl	99.000000	0	297	0	0
Coa6	99.000000	0	297	0	0
Cnot7	99.000000	0	297	0	0
Clip2	99.000000	0	297	0	0
Chst5	99.000000	0	297	0	0
Cdv3	99.000000	0	297	0	0
Cd8a	99.000000	0	297	0	0
Ccnb3	99.000000	0	297	0	0
Calcoco2	99.000000	0	297	0	0
Atf2	99.000000	0	297	0	0
Arpc2	99.000000	0	297	0	0
Alppl2	99.000000	0	297	0	0
Aldh5a1	99.000000	0	297	0	0
Actl6b	99.000000	0	297	0	0
Abhd18	99.000000	0	297	0	0
1700024G13Rik	99.000000	0	297	0	0
Zfp185	98.666667	70	226	0	0
Slc2a10	98.666667	0	296	0	0
Rapgef3	98.666667	0	296	0	0
Pygl	98.666667	70	226	0	0
Pcsk6	98.666667	70	226	0	0
Lipo3	98.666667	0	296	0	0
Kcnk12	98.666667	94	202	0	0
Hs6st2	98.666667	74	222	0	0
Dhrs11	98.666667	0	296	0	0
Cdh3	98.666667	97	199	0	0
Wdr43	98.333333	0	295	0	0
Rflna	98.333333	65	230	0	0
Prkcd	98.333333	0	295	0	0
Ppara	98.333333	113	182	0	0
Pbx3	98.333333	113	182	0	0
Pacs2	98.333333	76	219	0	0
Nup62	98.333333	0	295	0	0
Lrrc47	98.333333	129	166	0	0
Kcnc1	98.333333	0	295	0	0
Hand1	98.333333	0	295	0	0
Gigyf2	98.333333	0	295	0	0
Gabpb1	98.333333	78	217	0	0
Cdc20	98.333333	0	295	0	0
Ccdc114	98.333333	0	295	0	0
Cabp2	98.333333	0	295	0	0
BC107364	98.333333	77	218	0	0
Atf5	98.333333	0	295	0	0
Anpep	98.333333	0	295	0	0
Znhit2	98.000000	95	199	0	0
Tubb3	98.000000	0	294	0	0
Slc6a21	98.000000	86	208	0	0
Psen2	98.000000	0	294	0	0
Prss41	98.000000	0	294	0	0
Plbd2	98.000000	0	294	0	0
Marchf4	98.000000	0	294	0	0
Mapkapk2	98.000000	0	294	0	0
Kcng3	98.000000	80	214	0	0
Gm42517	98.000000	0	294	0	0
F10	98.000000	0	294	0	0
Cysrt1	98.000000	0	294	0	0
Cldn7	98.000000	0	294	0	0
Slc44a1	97.666667	0	293	0	0
Sema6d	97.666667	0	293	0	0
Rcsd1	97.666667	86	207	0	0
Pwwp3b	97.666667	95	198	0	0
Npbwr1	97.666667	75	218	0	0
Mgarp	97.666667	86	207	0	0
Kcnip3	97.666667	103	190	0	0
Gps2	97.666667	0	293	0	0
Tnni2	97.333333	0	292	0	0
Kcns2	97.333333	0	292	0	0
Gsto1	97.333333	131	161	0	0
Gm9112	97.333333	122	170	0	0
Echdc3	97.333333	131	161	0	0
Dmrtc1b	97.333333	122	170	0	0
Chrnb4	97.333333	113	179	0	0
2310011J03Rik	97.333333	0	292	0	0
Stk25	97.000000	78	213	0	0
Smyd3	97.000000	0	291	0	0
Slc6a17	97.000000	70	221	0	0
Klhl33	97.000000	0	291	0	0
Gtf3c4	97.000000	0	291	0	0
Ddx31	97.000000	0	291	0	0
Col9a3	97.000000	90	201	0	0
Ablim2	97.000000	96	195	0	0
6430548M08Rik	97.000000	0	291	0	0
Thap11	96.666667	78	212	0	0
Ptchd1	96.666667	133	157	0	0
Ppp1r1b	96.666667	92	198	0	0
Lefty1	96.666667	0	290	0	0
Hps1	96.666667	0	290	0	0
Gabrb3	96.666667	0	290	0	0
Drd1	96.666667	0	290	0	0
Cox4i2	96.666667	0	290	0	0
Cldn6	96.666667	95	195	0	0
Tgfbi	96.333333	78	211	0	0
Mogat1	96.333333	0	289	0	0
Mctp1	96.333333	0	289	0	0
Hspa12a	96.333333	84	205	0	0
Fosl1	96.333333	0	289	0	0
Dnajc11	96.333333	116	173	0	0
Alox12	96.333333	0	289	0	0
Ak5	96.333333	86	203	0	0
Abtb2	96.333333	70	219	0	0
Ostm1	96.000000	0	288	0	0
Onecut2	96.000000	136	152	0	0
Nell1	96.000000	0	288	0	0
Il11	96.000000	112	176	0	0
C4b	96.000000	0	288	0	0
Atoh1	96.000000	82	206	0	0
Adm2	96.000000	0	288	0	0
Actrt2	96.000000	0	288	0	0
Nkap	95.666667	0	287	0	0
Ipo13	95.666667	0	287	0	0
Cyp2w1	95.666667	0	287	0	0
Cmtm4	95.666667	0	287	0	0
Amigo3	95.666667	0	287	0	0
AI593442	95.666667	0	287	0	0
Acer3	95.666667	0	287	0	0
Zbtb34	95.333333	0	286	0	0
Wfs1	95.333333	0	286	0	0
Wdr83os	95.333333	0	286	0	0
Wdr83	95.333333	0	286	0	0
Vps4b	95.333333	0	286	0	0
Uqcrc1	95.333333	0	286	0	0
Upk1b	95.333333	0	286	0	0
Traf6	95.333333	0	286	0	0
Tmf1	95.333333	0	286	0	0
Tmem45b	95.333333	0	286	0	0
Tmem234	95.333333	0	286	0	0
Tmem139	95.333333	0	286	0	0
Tbca	95.333333	0	286	0	0
Sult5a1	95.333333	0	286	0	0
Srd5a1	95.333333	0	286	0	0
Spag1	95.333333	0	286	0	0
Smyd5	95.333333	0	286	0	0
Slc25a19	95.333333	0	286	0	0
Slc19a1	95.333333	0	286	0	0
Scn4b	95.333333	0	286	0	0
S100a6	95.333333	0	286	0	0
Rpl19	95.333333	0	286	0	0
Rnf103	95.333333	0	286	0	0
Rasal2	95.333333	0	286	0	0
Ranbp3	95.333333	0	286	0	0
Rab5if	95.333333	0	286	0	0
Rab27b	95.333333	0	286	0	0
Psma4	95.333333	0	286	0	0
Ppp1r3f	95.333333	0	286	0	0
Pde1c	95.333333	0	286	0	0
Pabpc5	95.333333	0	286	0	0
Nsun2	95.333333	0	286	0	0
Nemp1	95.333333	0	286	0	0
Nebl	95.333333	0	286	0	0
Myo1e	95.333333	0	286	0	0
Myl12b	95.333333	0	286	0	0
Mt2	95.333333	0	286	0	0
Mmp15	95.333333	104	182	0	0
Mcrip1	95.333333	0	286	0	0
Map4k3	95.333333	0	286	0	0
Magi2	95.333333	0	286	0	0
Lsm5	95.333333	0	286	0	0
Lrriq1	95.333333	0	286	0	0
Lpar3	95.333333	0	286	0	0
Las1l	95.333333	0	286	0	0
Kti12	95.333333	0	286	0	0
Kdr	95.333333	0	286	0	0
Kcnh2	95.333333	0	286	0	0
Kcnc2	95.333333	0	286	0	0
Jhy	95.333333	0	286	0	0
Itpr2	95.333333	0	286	0	0
Itpk1	95.333333	0	286	0	0
Iqsec1	95.333333	0	286	0	0
Ins2	95.333333	0	286	0	0
Ins1	95.333333	0	286	0	0
Il17d	95.333333	0	286	0	0
Igfbp4	95.333333	0	286	0	0
Ifrd1	95.333333	0	286	0	0
Hnf4g	95.333333	0	286	0	0
Gxylt2	95.333333	0	286	0	0
Gm13570	95.333333	0	286	0	0
Gabrq	95.333333	0	286	0	0
Frmd7	95.333333	0	286	0	0
Fam110c	95.333333	0	286	0	0
Epha1	95.333333	0	286	0	0
Eif3i	95.333333	0	286	0	0
Dlc1	95.333333	0	286	0	0
Cul2	95.333333	0	286	0	0
Ctdp1	95.333333	0	286	0	0
Crh	95.333333	0	286	0	0
Cnot3	95.333333	0	286	0	0
C77080	95.333333	0	286	0	0
AY074887	95.333333	0	286	0	0
Atp6ap1	95.333333	0	286	0	0
Arfip1	95.333333	0	286	0	0
Ak7	95.333333	0	286	0	0
Adgrg6	95.333333	0	286	0	0
Adamts20	95.333333	0	286	0	0
Acss3	95.333333	0	286	0	0
Abca14	95.333333	0	286	0	0
2200002D01Rik	95.333333	0	286	0	0
Ube2l3	95.000000	78	207	0	0
Tmem115	95.000000	0	285	0	0
Taf9b	95.000000	0	285	0	0
Slc46a1	95.000000	104	181	0	0
Ppp1r16b	95.000000	68	217	0	0
Madcam1	95.000000	104	181	0	0
H3c10	95.000000	0	285	0	0
Cpd	95.000000	78	207	0	0
Ccn2	95.000000	0	285	0	0
Ank2	95.000000	0	285	0	0
Ammecr1	95.000000	78	207	0	0
Zdhhc7	94.666667	0	284	0	0
Tmem163	94.666667	0	284	0	0
Tead4	94.666667	104	180	0	0
Ppp1r3b	94.666667	86	198	0	0
Hsd11b2	94.666667	0	284	0	0
Dgke	94.666667	86	198	0	0
Bspry	94.666667	86	198	0	0
Actrt3	94.666667	0	284	0	0
Tfe3	94.333333	119	164	0	0
Smap1	94.333333	95	188	0	0
Slc16a9	94.333333	0	283	0	0
Pheta2	94.333333	0	283	0	0
Phactr2	94.333333	0	283	0	0
Nup43	94.333333	0	283	0	0
Kmt5a	94.333333	0	283	0	0
Gsg1l	94.333333	89	194	0	0
Gad1	94.333333	90	193	0	0
Fzd9	94.333333	73	210	0	0
Creb3l1	94.333333	0	283	0	0
Cars2	94.333333	0	283	0	0
C2cd4a	94.333333	0	283	0	0
Spag6l	94.000000	0	282	0	0
Mrpl36	94.000000	0	282	0	0
Igfals	94.000000	0	282	0	0
Dnaja4	94.000000	0	282	0	0
Trhde	93.666667	0	281	0	0
Sh3rf3	93.666667	90	191	0	0
Rasip1	93.666667	0	281	0	0
Ralbp1	93.666667	0	281	0	0
Prdx6b	93.666667	0	281	0	0
Mchr1	93.666667	0	281	0	0
Hoxd9	93.666667	0	281	0	0
Gng4	93.666667	90	191	0	0
Gm4312	93.666667	0	281	0	0
Gm4301	93.666667	0	281	0	0
Elane	93.666667	0	281	0	0
Cabp4	93.666667	0	281	0	0
Adamts5	93.666667	91	190	0	0
Zbtb7b	93.333333	0	280	0	0
Vax1	93.333333	0	280	0	0
Syndig1l	93.333333	0	280	0	0
Sct	93.333333	100	180	0	0
Necab3	93.333333	0	280	0	0
Myo7a	93.333333	0	280	0	0
Gbx1	93.333333	0	280	0	0
Chrnb2	93.333333	81	199	0	0
Ccdc13	93.333333	125	155	0	0
Prss56	93.000000	0	279	0	0
Lgi3	93.000000	0	279	0	0
Hpdl	93.000000	112	167	0	0
Gm12500	93.000000	95	184	0	0
Eva1c	93.000000	0	279	0	0
Clec11a	93.000000	0	279	0	0
Brpf1	93.000000	0	279	0	0
Ampd2	93.000000	95	184	0	0
Twist1	92.666667	106	172	0	0
Tnfsf13	92.666667	0	278	0	0
Tbcc	92.666667	84	194	0	0
Nfatc1	92.666667	76	202	0	0
Nacc2	92.666667	0	278	0	0
Kcns3	92.666667	0	278	0	0
Ebf2	92.666667	122	156	0	0
Cep170b	92.666667	92	186	0	0
Cacna1b	92.666667	0	278	0	0
Bend4	92.666667	95	183	0	0
Bean1	92.666667	104	174	0	0
Armc7	92.666667	0	278	0	0
Tmem265	92.333333	0	277	0	0
Rnf187	92.333333	0	277	0	0
Ptch2	92.333333	0	277	0	0
Prdm6	92.333333	0	277	0	0
Ovol2	92.333333	76	201	0	0
Naxe	92.333333	70	207	0	0
Mslnl	92.333333	0	277	0	0
Mef2b	92.333333	0	277	0	0
Lrrc10b	92.333333	83	194	0	0
Lhx6	92.333333	0	277	0	0
Hoxc12	92.333333	88	189	0	0
Ddx46	92.333333	0	277	0	0
Clta	92.333333	70	207	0	0
Clec16a	92.333333	0	277	0	0
Abcb10	92.333333	0	277	0	0
Zfp42	92.000000	0	276	0	0
Wdr70	92.000000	0	276	0	0
Usp7	92.000000	0	276	0	0
Uggt1	92.000000	0	276	0	0
Ttll11	92.000000	0	276	0	0
Tspyl1	92.000000	0	276	0	0
Tmem245	92.000000	0	276	0	0
Tmcc3	92.000000	0	276	0	0
Tctex1d1	92.000000	0	276	0	0
Tab3	92.000000	78	198	0	0
Syk	92.000000	0	276	0	0
Stk38l	92.000000	0	276	0	0
Srpk3	92.000000	0	276	0	0
Snx14	92.000000	0	276	0	0
Snu13	92.000000	0	276	0	0
Slc35e3	92.000000	0	276	0	0
Slc2a5	92.000000	0	276	0	0
Slc22a4	92.000000	0	276	0	0
Slc16a6	92.000000	0	276	0	0
Shprh	92.000000	0	276	0	0
Sh3bp5l	92.000000	0	276	0	0
Scgb3a1	92.000000	0	276	0	0
Samhd1	92.000000	0	276	0	0
Ripply2	92.000000	0	276	0	0
Ptprn2	92.000000	0	276	0	0
Psmd6	92.000000	0	276	0	0
Plaat3	92.000000	0	276	0	0
Pla2g2d	92.000000	0	276	0	0
Pdcd6ip	92.000000	0	276	0	0
Park7	92.000000	0	276	0	0
Oaf	92.000000	0	276	0	0
Ntf5	92.000000	0	276	0	0
Ndufa10	92.000000	0	276	0	0
Nanos1	92.000000	0	276	0	0
Myoz3	92.000000	0	276	0	0
Mxd1	92.000000	0	276	0	0
Ms4a20	92.000000	0	276	0	0
Mrps24	92.000000	0	276	0	0
Morc4	92.000000	0	276	0	0
Mgrn1	92.000000	0	276	0	0
Megf8	92.000000	0	276	0	0
Lcn12	92.000000	0	276	0	0
Kras	92.000000	0	276	0	0
Iltifb	92.000000	0	276	0	0
Hinfp	92.000000	0	276	0	0
Hfe	92.000000	0	276	0	0
Haus6	92.000000	0	276	0	0
Hand2	92.000000	0	276	0	0
Gpx7	92.000000	0	276	0	0
Gpx3	92.000000	0	276	0	0
Gprc5a	92.000000	0	276	0	0
Gprasp2	92.000000	0	276	0	0
Gpatch8	92.000000	0	276	0	0
Gipc3	92.000000	78	198	0	0
Fndc1	92.000000	0	276	0	0
Fam186a	92.000000	0	276	0	0
Fam162b	92.000000	0	276	0	0
Fam13b	92.000000	0	276	0	0
Erich6	92.000000	0	276	0	0
Ereg	92.000000	0	276	0	0
Duxbl3	92.000000	0	276	0	0
